data,frota,DF,UF,MTBF,MTTR,num_falhas,produtividade_h,producao_total,HC,HM,HMC,HMP,HT,HEF,id_equipamento
2022-05-01,Cat 793D,81.92,83.31,101.85,4.12,5,358.42,175217.23,744,134.15,20.61,113.55,507.1,485.72,HAUL-0067
2022-06-01,Cat 793D,87.41,85.94,90.31,2.1,6,363.11,190520.46,720,94.42,12.61,81.8,536.72,520,HAUL-0067
2022-07-01,Cat 793D,83.52,89.2,91.49,2.53,6,363.1,191724.51,744,122.4,15.23,107.17,550.95,531.47,HAUL-0067
2022-08-01,Cat 793D,86.85,86.28,50.91,4.51,11,383.81,205014.5,744,91.94,49.64,42.3,561.33,534.83,HAUL-0067
2022-09-01,Cat 793D,78.55,84.34,39.35,7.57,12,344.94,158616.22,720,150.18,90.02,60.16,475.97,457.26,HAUL-0067
2022-10-01,Cat 793D,84.6,79.7,38.71,2.46,13,333.72,164503.84,744,117.08,31.67,85.41,503.91,490.09,HAUL-0067
2022-11-01,Cat 793D,81.42,76.26,44.07,6.54,10,353.02,151739.1,720,135.5,65.92,69.58,442.72,428.06,HAUL-0067
2022-12-01,Cat 793D,81.64,75.71,39.09,2.34,12,309.64,136755.43,744,133.39,28.25,105.13,464.62,440.5,HAUL-0067
2023-01-01,Cat 793D,72.03,74.35,28.34,4.67,14,387.18,146006.57,743.98,207.36,65.1,142.26,396.8,377.58,HAUL-0067
2023-02-01,Cat 793D,77.54,77.47,24.34,5.87,17,321.79,131272.9,695.99,159.58,97.82,59.93,416.48,401.92,HAUL-0067
2023-03-01,Cat 793D,82.28,73.33,31.94,4.22,14,310.06,135732.91,743.98,130.86,58.79,72.08,450.21,437.93,HAUL-0067
2023-04-01,Cat 793D,44.47,76.41,24.24,36.29,10,295.83,71336.02,719.99,399.67,366.21,33.45,244.14,241.06,HAUL-0067
2023-05-01,Cat 793D,81.54,76.61,51.93,5.04,9,318.48,143204,743.98,133.25,45.28,87.97,464.18,457.48,HAUL-0067
2023-06-01,Cat 793D,66.57,67.2,18.88,7.54,17,303.51,98351.46,719.98,239.22,124.4,111.18,323.94,320.34,HAUL-0067
2023-07-01,Cat 793D,70.12,68.82,27.55,13.67,13,300.28,104991.97,744,217.05,179.21,37.84,359.5,354.2,HAUL-0067
2023-08-01,Cat 793D,69.82,79,33.93,7.97,12,279.83,111724.85,743.99,226.5,82.01,130.03,405.71,400.68,HAUL-0067
2023-09-01,Cat 793D,65.99,79.28,31.56,4.97,12,268.97,100228.09,720,240.9,59.78,181.12,378.53,373.45,HAUL-0067
2023-10-01,Cat 793D,64.67,80.83,27.86,18.17,14,324.12,123028.28,743.99,262.31,252.89,9.42,388.12,381.36,HAUL-0067
2023-11-01,Cat 793D,76.32,76.32,26.49,5.51,16,307.61,128918.01,731.99,172.19,73.37,83.23,423.99,417.93,HAUL-0067
2023-12-01,Cat 793D,82.49,70.65,25.9,3.99,17,301.83,130040.61,743.99,128.98,67.98,61,437.68,432.71,HAUL-0067
2024-01-01,Cat 793D,97.86,32.91,24.12,0,0,330.77,5848.08,54,0.84,0,0.84,17.64,17.64,HAUL-0067
2019-08-01,Cat 793D,88.51,83.19,36.55,2.88,15,301.65,163842.14,744,81.81,34.6,38.46,547.88,540.33,HAUL-0068
2019-09-01,Cat 793D,89.91,84.55,78.59,3.73,7,327.51,177566.54,720,66.56,26.08,40.48,551.79,539.25,HAUL-0068
2019-10-01,Cat 793D,92,84.53,96.88,2.05,6,334.33,190732.92,744,57.25,12.29,44.97,582.81,573.77,HAUL-0068
2019-11-01,Cat 793D,88.9,79.02,33.7,2.09,15,282.08,141618.58,720,83.26,31.28,51.98,502.27,497.75,HAUL-0068
2019-12-01,Cat 793D,78.56,82.41,26.94,4.85,18,272.12,132473.98,744,155.83,85.07,68.44,486.4,483.95,HAUL-0068
2020-01-01,Cat 793D,85.92,82.52,32.91,4.34,16,220.29,116107.71,744,106.89,69.72,37,527.09,524.93,HAUL-0068
2020-02-01,Cat 793D,82.48,76.43,26.22,3.04,16,240.37,102584.53,672,117.6,42.76,68.7,422.52,421.42,HAUL-0068
2020-03-01,Cat 793D,87.82,80.37,58.01,2.82,9,215.84,111812.56,744,88.43,20.11,62.85,523.2,518.79,HAUL-0068
2020-04-01,Cat 793D,73.01,76.38,33.28,13.83,12,249.35,98557.1,720,194.12,150.7,27.24,402.39,401.17,HAUL-0068
2020-05-01,Cat 793D,86.19,71.93,41.78,4.83,11,271.03,121617.2,744,108.13,53.27,54.86,458.95,446.62,HAUL-0068
2020-06-01,Cat 793D,90.53,71.25,33.45,2.14,14,297.23,133579.98,720,71.05,29.38,41.25,465.01,448.15,HAUL-0068
2020-07-01,Cat 793D,87.42,83.18,60.59,3.48,9,293.1,156060.17,744,88.95,23.75,57.73,548.51,540.75,HAUL-0068
2020-08-01,Cat 793D,88.2,78.61,43.77,3.16,12,327.48,169360.56,744,82.21,23.63,44.49,525.49,514.38,HAUL-0068
2020-09-01,Cat 793D,87.3,82.65,57.06,4.21,9,317.54,155902.94,720,90.06,38.23,51.82,516.25,496.59,HAUL-0068
2020-10-01,Cat 793D,67.36,80.5,26.91,6.16,15,330.06,131515.28,744,242.34,92.77,149.57,406.51,393.41,HAUL-0068
2020-11-01,Cat 793D,87.64,71.38,45.18,2.55,10,343.49,145110.09,720,90.76,25.66,65.1,448.53,419.68,HAUL-0068
2020-12-01,Cat 793D,84.86,65.26,25.5,2.48,16,317.25,120774.79,744,115.05,38.57,75.57,411.77,387.21,HAUL-0068
2021-01-01,Cat 793D,90.18,81.25,49.02,2.91,11,317.81,160015.19,744,79.29,27.49,47.37,535.99,510.76,HAUL-0068
2021-02-01,Cat 793D,80.33,84.09,45.34,10.38,10,354.57,155205.44,672,133.47,102.85,30.62,455.38,434.23,HAUL-0068
2021-03-01,Cat 793D,88.47,71.17,59.03,4.01,8,325.13,143968.47,744,91.4,32.33,59.07,467.96,446.58,HAUL-0068
2021-04-01,Cat 793D,92.21,79.05,257.75,1.28,2,342.51,167504.26,720,62.61,2.57,60.05,516.49,491.37,HAUL-0068
2021-05-01,Cat 793D,94.27,82.32,145.09,1.72,4,369.57,199242.74,744,39.03,6.84,32.19,578.92,543.81,HAUL-0068
2021-06-01,Cat 793D,81.34,81.01,36.38,3.78,13,326.67,149018.48,720,136.87,49.56,87.31,468.48,451.27,HAUL-0068
2021-07-01,Cat 793D,80.61,78.18,46.75,7.2,10,342.02,156229.71,744,142.97,72.11,70.85,467.73,453.96,HAUL-0068
2021-08-01,Cat 793D,90.45,75.52,125.99,2.53,4,360.98,176619.59,744,69.83,10.08,59.75,507.05,488.87,HAUL-0068
2021-09-01,Cat 793D,89.82,71.98,46.8,2.86,10,349.88,157775.44,720,67.09,28.48,38.61,472.18,451.32,HAUL-0068
2021-10-01,Cat 793D,93.05,72.67,71,3.01,7,333.05,157863.51,744,55.04,21.05,33.99,498.96,479.22,HAUL-0068
2021-11-01,Cat 793D,82.98,71.43,85.45,4.24,5,330.67,135958.33,720,122.51,21.02,101.49,424.04,408.3,HAUL-0068
2021-12-01,Cat 793D,85.36,66.91,35.3,4.62,12,306.93,123589.64,744,109.12,55.13,53.99,421.19,403.38,HAUL-0068
2022-01-01,Cat 793D,81.98,70.8,42.79,4,10,300.38,123398.8,744,138.27,40.38,97.89,428.53,410.66,HAUL-0068
2022-02-01,Cat 793D,86.56,66.58,48.59,5.33,8,300.72,112167.8,672,87.83,41.51,44.89,389.82,372.82,HAUL-0068
2022-03-01,Cat 793D,73.93,67.49,28.47,6.87,13,297.49,105494.37,744,189.81,88.58,101.23,372.4,354.71,HAUL-0068
2022-04-01,Cat 793D,82.35,71.88,35.31,3.8,12,295.7,121081.74,720,122.53,45.33,77.2,426.39,407.16,HAUL-0068
2022-05-01,Cat 793D,72.76,65.47,23.78,5.89,15,303.89,104048.91,744,207.2,88.87,118.33,354.94,338.76,HAUL-0068
2022-06-01,Cat 793D,43.13,61.98,12.04,10.97,10,338.76,39152.28,456,258.82,109.67,149.15,121.36,116.38,HAUL-0068
2019-08-01,Cat 793D,79.87,79.34,52.38,11.15,9,297.98,140591.43,744,146.79,101.39,45.4,476.14,469.48,HAUL-0069
2019-09-01,Cat 793D,87.17,81.18,24.49,2.42,21,323.32,162105.88,720,91.12,51.1,40.02,509.46,500.4,HAUL-0069
2019-10-01,Cat 793D,92.64,81.03,93.56,2.93,6,319.67,173446.86,744,60.48,17.6,42.89,558.11,550.49,HAUL-0069
2019-11-01,Cat 793D,88.24,78.92,30.94,2.86,16,289.24,143948.61,720,88.44,45.47,42.97,497.27,492.35,HAUL-0069
2019-12-01,Cat 793D,65.86,81.4,30.68,4.34,13,291.57,116045.15,744,249.68,56.92,192.75,401.36,399.94,HAUL-0069
2020-01-01,Cat 793D,69.51,81.94,26.22,11.11,16,206.2,86643.03,744,230.35,176.67,53.68,420.88,419.76,HAUL-0069
2020-02-01,Cat 793D,89.5,78.98,34.28,3.79,14,235.95,112638.21,672,64.9,53.09,11.81,475.24,473.06,HAUL-0069
2020-03-01,Cat 793D,81.77,78.28,21.83,3.2,22,217.38,102741.04,744,139.03,69.9,69.13,478.09,472.93,HAUL-0069
2020-04-01,Cat 793D,72.59,74.22,15.44,6.66,25,280.86,106363.83,720,197.24,139.65,29.15,384.21,381.67,HAUL-0069
2020-05-01,Cat 793D,75.56,73.66,29.6,5.06,14,249.89,100907.67,744,178.54,70.52,108.02,413.89,404.21,HAUL-0069
2020-06-01,Cat 793D,5.51,84.63,23.96,0,0,256.81,8265.74,720,680.1,0,680.1,33.67,31.79,HAUL-0069
2020-07-01,Cat 793D,79,83.29,23.02,3.37,21,285.64,137679.52,744,154.42,59.34,83.19,488.15,479.99,HAUL-0069
2020-08-01,Cat 793D,90.93,85.98,95.1,4.3,6,335.39,188768.82,744,68.32,8.77,42.4,575.7,563.13,HAUL-0069
2020-09-01,Cat 793D,87.37,74.33,30.99,3.37,15,303.64,137771.63,720,96.6,35.76,45.65,460.89,447.45,HAUL-0069
2020-10-01,Cat 793D,78.55,84.48,54.14,3.28,9,309.68,146647.21,744,163.07,29.74,133.33,489.38,477.02,HAUL-0069
2020-11-01,Cat 793D,91,71.61,27.19,2.32,17,319.03,143816.62,720,70.78,39.55,31.23,463.72,446.19,HAUL-0069
2020-12-01,Cat 793D,83.68,68.92,42.93,3.23,10,299.1,122688.31,744,115.78,32.04,83.73,429.46,406.94,HAUL-0069
2021-01-01,Cat 793D,84.31,82.96,37.44,4.63,14,325.74,164993.66,744,111.13,64.14,46.99,523.73,499.64,HAUL-0069
2021-02-01,Cat 793D,81.48,81.59,36.85,5.26,12,351.02,151757.41,672,127.13,62.94,64.2,441.54,425.53,HAUL-0069
2021-03-01,Cat 793D,91.39,73.05,250.1,3.24,2,315.04,148817.91,744,59.5,6.48,53.01,497.61,472.09,HAUL-0069
2021-04-01,Cat 793D,82.01,79.44,39.26,6.08,12,335.2,152651.12,720,126.89,73.23,53.66,475.6,454.01,HAUL-0069
2021-05-01,Cat 793D,91.06,78.37,262.59,0.91,2,350.89,172340.54,744,71.6,1.82,69.78,529.54,497.74,HAUL-0069
2021-06-01,Cat 793D,66.18,68.07,46.5,14.82,7,345.8,107130.18,720,244.73,103.95,140.79,325.05,305.29,HAUL-0069
2021-07-01,Cat 793D,86.07,79.26,50.7,3.41,10,338.89,165596.37,744,102.81,34.46,68.35,509.15,486.04,HAUL-0069
2021-08-01,Cat 793D,76.83,69.93,23.58,6.62,17,329.85,123428.51,744,175.61,112.88,62.73,399.05,375.6,HAUL-0069
2021-09-01,Cat 793D,88.32,70.96,37.94,2.38,12,324.18,141595.5,720,79.77,28.52,51.26,452.53,436.11,HAUL-0069
2021-10-01,Cat 793D,91.33,68.87,46.32,2.49,10,335.36,150104.59,744,65.1,22.05,40.3,465.8,443,HAUL-0069
2021-11-01,Cat 793D,83.72,72.5,48.74,5.33,9,327.86,138556.35,720,114.79,47.56,67.22,441.74,425.41,HAUL-0069
2021-12-01,Cat 793D,84.27,65.98,37.36,6,11,308.18,120843.31,744,119.47,65.77,53.7,412.78,389,HAUL-0069
2022-01-01,Cat 793D,84.93,73.5,58.41,2.66,8,313.65,138626.78,744,107.62,21.17,86.45,464.07,440.83,HAUL-0069
2022-02-01,Cat 793D,85.34,66.96,25.51,5.79,15,324.04,117031.6,672,98.06,63.89,10.46,384.39,363.13,HAUL-0069
2022-03-01,Cat 793D,76.2,65.11,41.46,5.74,9,315.62,112483.95,744,176.97,39.26,125.25,371.3,353.56,HAUL-0069
2022-04-01,Cat 793D,80.92,69.49,33.39,3.58,12,318.93,124654.06,720,136.4,42.67,93.73,403.08,389.16,HAUL-0069
2022-05-01,Cat 793D,86.89,71.2,36.1,2.12,13,332.72,148711.61,744,94.75,27.4,67.35,465.25,442.04,HAUL-0069
2022-06-01,Cat 793D,88.11,74.34,47.5,4.28,10,332.68,149926.17,720,82.63,42.65,39.97,471.65,455.54,HAUL-0069
2022-07-01,Cat 793D,65.45,81.31,26.08,5.2,15,352.75,133097.6,744,259.03,77.7,181.33,392.95,376.72,HAUL-0069
2022-08-01,Cat 793D,78.67,84.16,33.04,2.5,15,368.24,171780.37,744,160.03,27.77,122.88,493.04,464.84,HAUL-0069
2022-09-01,Cat 793D,85.96,84.88,57.65,1.98,9,357.28,179056.25,720,103.86,18.01,85.85,522.32,500.58,HAUL-0069
2022-10-01,Cat 793D,74.41,82,26.71,3.07,17,340,145292.25,744,188.63,48.46,136.78,454.58,428.98,HAUL-0069
2022-11-01,Cat 793D,80.15,66.41,38.07,6.01,10,329.03,120844.89,720,140.68,59.02,80.55,383.65,367.99,HAUL-0069
2022-12-01,Cat 793D,86.6,77.65,38.44,2.6,13,332.18,153778.64,744,100.02,33.69,66.33,496.16,466.4,HAUL-0069
2019-08-01,Cat 793D,85.74,77.46,35.95,1.7,14,282.4,141083.64,744,103.81,22.48,79.86,499.28,494.3,HAUL-0070
2019-09-01,Cat 793D,84.67,76.85,38.64,3.5,12,310.91,143674.64,720,111.77,42.25,69.52,463.84,460.74,HAUL-0070
2019-10-01,Cat 793D,68.64,77.36,30.35,14.36,13,295.38,116681.1,744,233.84,185.97,47.87,396.74,390.48,HAUL-0070
2019-11-01,Cat 793D,0,100.32,0,721.12,1,0,0,720,720,720,0,0,0,HAUL-0070
2019-12-01,Cat 793D,0,99.19,0,738.05,1,0,0,744,744,744,0,0,0,HAUL-0070
2020-01-01,Cat 793D,0,99.17,0,736.75,1,0,0,744,744,744,0,0,0,HAUL-0070
2020-02-01,Cat 793D,0,99.42,0,672.79,1,0,0,672,672,672,0,0,0,HAUL-0070
2020-03-01,Cat 793D,39.49,73.94,16.78,33.63,13,221.3,47073.98,744,449.4,435.92,13.47,216.97,214.36,HAUL-0070
2020-04-01,Cat 793D,70.7,77.02,13.53,4.14,29,255.9,100941.74,720,209.51,119.2,90.31,396.33,395.12,HAUL-0070
2020-05-01,Cat 793D,86.86,71.27,22.72,3.01,20,279.99,126325.13,744,98.4,53.78,38.41,456.3,453.23,HAUL-0070
2020-06-01,Cat 793D,87.24,61.37,29.77,3.81,13,270.83,101797.49,720,90.9,49.71,41.18,384.81,373.04,HAUL-0070
2020-07-01,Cat 793D,85.93,80.94,39.9,5.02,13,279.85,143060.66,744,99.83,62.02,34.53,517.14,510.65,HAUL-0070
2020-08-01,Cat 793D,92.54,79.52,107.81,1.24,5,327.93,174068.48,744,61.83,6.17,55.66,538.21,527.02,HAUL-0070
2020-09-01,Cat 793D,88.73,81.35,51.68,2.34,10,324.12,165599.4,720,76.01,23.45,52.56,521.71,508.17,HAUL-0070
2020-10-01,Cat 793D,89.6,83.17,39.46,2.06,14,352.83,189523.76,744,80.11,27.89,51.08,551.15,536.89,HAUL-0070
2020-11-01,Cat 793D,84.63,73.73,148.02,8.42,3,312.79,132390.65,720,114.14,25.3,88.83,442.6,417.88,HAUL-0070
2020-12-01,Cat 793D,85,76.13,158.94,11.35,3,330.85,152880.71,744,112.75,15.77,78.83,481.27,460.83,HAUL-0070
2021-01-01,Cat 793D,88.28,80.47,37.8,5.07,14,307.82,159398.1,744,88.24,70.63,17.61,529.01,518.17,HAUL-0070
2021-02-01,Cat 793D,87.37,80.54,77.65,5.02,6,308.74,137630.3,672,88.44,30.38,58.06,467.36,443.62,HAUL-0070
2021-03-01,Cat 793D,78.28,72.81,38.84,9,11,292.17,117893.85,744,156.92,99,57.92,423.27,402.06,HAUL-0070
2021-04-01,Cat 793D,65.07,66.74,26.51,17.46,12,260.18,76796.54,720,247.98,199.26,39.89,316.7,292.34,HAUL-0070
2021-05-01,Cat 793D,73.97,58.45,15.91,4.76,20,278.67,81462.28,744,194.05,94.45,99.61,319.29,289.57,HAUL-0070
2021-06-01,Cat 793D,53.89,51.32,19.83,25.71,10,291.4,54738.79,720,330.25,258.78,71.47,199.16,189.74,HAUL-0070
2021-07-01,Cat 793D,79.75,59.95,35.73,13.45,10,335.01,112633.92,744,150.66,134.55,16.11,355.9,339.94,HAUL-0070
2021-08-01,Cat 793D,74.82,77.36,23.98,7.91,18,337,138566.3,744,187.18,142.08,45.1,430.87,410.01,HAUL-0070
2021-09-01,Cat 793D,78.02,71.54,31.16,5.76,13,350.07,137393.86,720,152.98,69.63,77.82,405.81,390.58,HAUL-0070
2021-10-01,Cat 793D,88.44,71.74,119.4,7.15,4,356.4,166205.71,744,81.82,28.44,53.38,478.46,464.92,HAUL-0070
2021-11-01,Cat 793D,90.77,66.73,107.93,4.98,4,364.96,153421.32,720,68.19,19.76,48.43,435.63,419.82,HAUL-0070
2021-12-01,Cat 793D,88.11,65.01,61.39,5.96,7,319.96,132498.56,744,92.83,41.51,51.32,425.94,413.28,HAUL-0070
2022-01-01,Cat 793D,80.3,73.33,39.72,6.7,11,319.95,133803.09,744,149.78,73.18,76.6,434.97,420.12,HAUL-0070
2022-02-01,Cat 793D,47.66,77.27,61.36,4.56,4,309.98,72387.59,672,353.59,18.31,335.28,245.26,234.43,HAUL-0070
2022-03-01,Cat 793D,81.51,74.38,57.34,4.3,8,335.02,144703.06,744,135.34,34.28,101.07,454.51,433.17,HAUL-0070
2022-04-01,Cat 793D,75.9,70.5,95.17,1.38,4,291.61,108335.83,720,177.42,5.57,171.84,381.8,369.12,HAUL-0070
2022-05-01,Cat 793D,86.73,72.93,66.67,1.59,7,347.31,155627.11,744,103.36,11.05,92.31,468.25,450.17,HAUL-0070
2022-06-01,Cat 793D,89.25,75.11,120.71,11.21,4,360.54,167335.93,720,81.32,45.23,36.09,478.4,464.8,HAUL-0070
2022-07-01,Cat 793D,89.69,85.04,115.07,1.84,5,349.36,191905.24,744,71.35,9.13,62.22,573.79,548.87,HAUL-0070
2022-08-01,Cat 793D,91.03,84.33,82.03,1.36,7,361.64,195487.79,744,66.01,9.55,56.46,576.97,544.75,HAUL-0070
2022-09-01,Cat 793D,90.07,84.66,91.85,2.86,6,340.71,179131.16,720,65.7,14.67,48.61,549.18,527.27,HAUL-0070
2022-10-01,Cat 793D,83.55,83.03,47.54,1.94,11,335.68,170314.11,744,118.06,21.59,96.47,522.94,507.45,HAUL-0070
2022-11-01,Cat 793D,91.38,76.79,83.34,4.07,6,313.78,150345.7,720,68.53,24.42,44.11,500.41,479.24,HAUL-0070
2022-12-01,Cat 793D,83.18,80.77,44.77,4.56,11,321.87,151082.03,744,129.56,50.61,78.95,495.23,471.74,HAUL-0070
2023-08-01,Cat 793D,96.82,79.22,59.72,2.35,7,289.7,117850.93,546,19.32,16.38,2.94,415.46,406.62,HAUL-0070
2023-09-01,Cat 793D,73.68,80.12,30.67,7.28,14,262.37,112416.08,720,185.1,102.02,83.08,427.06,420.85,HAUL-0070
2023-10-01,Cat 793D,83.58,81.07,50.02,4.85,10,300.6,147074.87,743.99,124.81,48.29,76.52,502.83,491.62,HAUL-0070
2023-11-01,Cat 793D,79.3,73.68,42.31,5.8,10,299.37,124194.94,719.99,149.56,57.51,92.06,421.69,413.58,HAUL-0070
2023-12-01,Cat 793D,86.21,67.81,73.86,2.75,6,289.81,123252.96,743.99,97.85,16.4,81.45,438.8,431.48,HAUL-0070
2024-01-01,Cat 793D,99.1,25.52,23.89,0,0,289.67,3897,54,0,0,0,13.87,13.25,HAUL-0070
2019-08-01,Cat 793D,85.22,83.38,67.22,1.55,8,293.37,154960.53,744,105.21,12.34,92.87,535.85,528.07,HAUL-0071
2019-09-01,Cat 793D,91.12,84.69,42.17,3.37,13,304.11,166440.15,720,62.09,43.76,18.34,552.45,546.45,HAUL-0071
2019-10-01,Cat 793D,85.46,80.61,56.77,2.67,9,312.39,156986.15,744,112.14,24.08,88.07,512.4,504.77,HAUL-0071
2019-11-01,Cat 793D,82.68,77,57.52,6.44,8,268.24,122610.16,720,128.95,52.08,76.87,457.84,451.68,HAUL-0071
2019-12-01,Cat 793D,90.35,82.84,46.03,2.05,12,289.17,157281.01,744,72.19,24.73,47.47,554.16,547.2,HAUL-0071
2020-01-01,Cat 793D,50.53,77.94,16.07,18.43,18,282.54,81027.54,744,369.29,329.71,39.58,290.55,287.38,HAUL-0071
2020-02-01,Cat 793D,82.7,82.37,41.82,4.48,11,304,135441.34,672,116.4,49.3,67.1,457.68,450.51,HAUL-0071
2020-03-01,Cat 793D,60.2,74.35,21.94,12.8,15,220.83,71937.74,744,300.15,108.58,107.15,331.48,328.13,HAUL-0071
2020-04-01,Cat 793D,94.11,74.08,99.2,1.89,5,257.94,126893.26,720,42.49,9.51,32.97,500.94,495.33,HAUL-0071
2020-05-01,Cat 793D,80.84,68.04,51.42,4.23,8,250.77,102152.15,744,137.85,33.81,104.04,411.55,404.21,HAUL-0071
2020-06-01,Cat 793D,85.77,71.4,48.73,2.04,9,244,104026.57,720,98.68,18.47,80.2,441.7,427.39,HAUL-0071
2020-07-01,Cat 793D,55.97,80.11,41.54,2.12,8,266.97,87324.43,744,327.14,15.38,310.36,331.63,328.47,HAUL-0071
2020-08-01,Cat 793D,84.26,81.55,39.32,2.98,13,361.49,182244.79,744,119.77,38.83,80.94,512.78,501.46,HAUL-0071
2020-09-01,Cat 793D,83.38,76.18,28.97,5.45,16,321.63,144911.04,720,114.78,87.45,27.33,464.77,454.7,HAUL-0071
2020-10-01,Cat 793D,81.97,82.2,49.41,6.91,10,340.1,164828.26,744,134.46,68.82,65.64,498.31,481.75,HAUL-0071
2020-11-01,Cat 793D,80.82,82.43,44,1.55,11,367.42,164888.5,720,141.58,17.02,124.56,480.86,453.24,HAUL-0071
2020-12-01,Cat 793D,71.87,85.08,113.83,4.79,4,323.25,137879.68,744,208.4,19.04,189.36,451.41,422,HAUL-0071
2021-01-01,Cat 793D,72.33,87.14,66.83,2.83,7,353.87,156131.83,744,203.31,19.79,183.52,468.09,443.69,HAUL-0071
2021-02-01,Cat 793D,82.88,85.29,52.04,3.56,9,342.79,153608.29,672,118.59,28.35,86.34,470.63,447.39,HAUL-0071
2021-03-01,Cat 793D,80.92,77.94,47.85,6.8,10,322.13,147832.27,744,137.18,35.65,68.93,474.34,452.68,HAUL-0071
2021-04-01,Cat 793D,82.99,72.56,33.71,5.64,13,256.83,105985.08,720,118.36,72.83,45.53,440.77,408.05,HAUL-0071
2021-05-01,Cat 793D,79.58,59.31,70.86,16.13,5,286.51,93512.68,744,152.29,80.53,71.77,353.02,326.27,HAUL-0071
2021-06-01,Cat 793D,87.08,65.2,45.85,4.1,9,279.73,108354.8,720,95.88,36.66,59.22,409.86,392.63,HAUL-0071
2021-07-01,Cat 793D,90.82,63.68,61.69,3.5,7,366.18,147688.39,744,67.26,11.43,42.79,431.04,408.8,HAUL-0071
2021-08-01,Cat 793D,87.31,76.58,38.48,1.39,13,355.15,168836.92,744,95,18.21,76.78,501.18,473.63,HAUL-0071
2021-09-01,Cat 793D,81.07,69.96,40.52,8.35,10,358.32,140220.29,720,134.78,84.19,50.59,405.51,391.1,HAUL-0071
2021-10-01,Cat 793D,87.28,66.53,73.58,6.4,6,340.39,143525.2,744,89.18,38.21,50.97,437.2,424.09,HAUL-0071
2021-11-01,Cat 793D,88.34,66.77,140,13.99,3,341.3,138117.91,720,88.35,17.58,46.46,420.78,408.13,HAUL-0071
2021-12-01,Cat 793D,93.64,75.05,103.16,2.08,5,305.66,151965.92,744,52.72,10.41,42.31,519.26,499.31,HAUL-0071
2022-01-01,Cat 793D,89.52,77.6,87.51,7.42,6,322.43,158976.33,744,75.87,44.59,31.28,521.86,493.78,HAUL-0071
2022-02-01,Cat 793D,63.33,70.79,43.64,31.24,7,316.49,91502.19,672,244.97,217.82,27.16,303.25,285.06,HAUL-0071
2022-03-01,Cat 793D,78.58,75.77,43.82,2.04,10,311.09,130172.2,744,158.37,20.41,137.96,440.83,419.42,HAUL-0071
2022-04-01,Cat 793D,86.36,78.85,123.73,3.58,4,278.03,131002.02,720,93.9,14.39,79.52,492.14,471.92,HAUL-0071
2022-05-01,Cat 793D,69,72.62,37.21,9.82,10,290.91,105619.46,744,233.06,97.65,135.41,372.5,363.52,HAUL-0071
2022-06-01,Cat 793D,83.49,82.27,123.3,4.17,4,320.73,151969.82,720,118.77,16.75,102.02,496.71,474.14,HAUL-0071
2022-07-01,Cat 793D,88.24,82.37,133.18,6.07,4,334.09,172965.62,744,93.67,24.44,69.23,537.55,520.24,HAUL-0071
2022-08-01,Cat 793D,82.82,85.23,104.97,13.76,5,368.94,185707.08,744,132.16,68.26,63.9,525.03,502.62,HAUL-0071
2022-09-01,Cat 793D,84.56,83.38,127.35,11.3,4,373.91,182044,720,111.04,44.89,66.14,512.15,490.6,HAUL-0071
2022-10-01,Cat 793D,64.33,82.88,44.49,21.32,9,330.46,127252.48,744,260.9,182.12,70.34,403.86,389.42,HAUL-0071
2022-11-01,Cat 793D,74.46,75.35,22.54,5.97,18,304.45,118659.51,720,187.79,99.53,79.86,401.8,388.12,HAUL-0071
2022-12-01,Cat 793D,81.37,76.1,51.39,5.86,9,318.52,141045.67,744,140.53,45.02,87.53,462.06,438.35,HAUL-0071
2023-05-01,Cat 793D,83.19,66.05,29.08,3.7,11,302.71,94849.71,581.99,96.33,40.75,55.58,319.97,314.73,HAUL-0071
2023-06-01,Cat 793D,67.37,61.48,18.71,7.29,16,331.47,97564.28,719.98,230.06,116.98,113.08,300.64,295.52,HAUL-0071
2023-07-01,Cat 793D,74.66,67.56,18.9,3.63,20,296.7,110020.82,744,188.13,73.01,115.12,379.07,373.68,HAUL-0071
2023-08-01,Cat 793D,77.64,76.61,49.79,4.25,9,282.29,125565.06,744,162.18,38.28,123.89,447.57,441.26,HAUL-0071
2023-09-01,Cat 793D,82.42,79.54,58.9,2.59,8,264.28,123131.23,719.99,127.37,20.72,106.65,471.95,465.27,HAUL-0071
2023-10-01,Cat 793D,83.32,75.32,52.41,4.41,9,294.3,133137.34,743.99,129.52,40.01,89.52,467.28,456.37,HAUL-0071
2023-11-01,Cat 793D,68.03,77.13,95.81,17.76,4,276.34,103451.62,719.99,226.4,71.12,155.28,380.03,376.03,HAUL-0071
2023-12-01,Cat 793D,89.41,71.29,39.54,3.37,12,319.83,149944.59,743.99,82.77,36.68,42.34,474.06,468.62,HAUL-0071
2024-01-01,Cat 793D,77.22,0,24.23,0,0,0,0,162,38.13,0,38.13,0,0,HAUL-0071
2019-08-01,Cat 793D,41.07,76.46,33.86,48.65,7,340.36,77696.57,744,439.08,343.2,95.88,234.77,231.46,HAUL-0072
2019-09-01,Cat 793D,39.93,81.64,16.88,28.25,14,293.65,69172.84,720,430.51,395.39,35.12,234.85,232.93,HAUL-0072
2019-10-01,Cat 793D,67.56,80.5,20.13,2.14,20,306.7,122297.87,744,239.31,42.67,196.64,405.86,399.77,HAUL-0072
2019-11-01,Cat 793D,88.08,81.74,85.82,2.98,6,288.1,148334.29,720,85.03,17.77,67.26,518.96,514.74,HAUL-0072
